Khanty_people	__people__ethnicity__languages_spoken	Khanty_Language
Lennox_Lewis	__freebase__valuenotation__is_reviewed	Gender
Andrey_Neyman	__people__person__place_of_birth	Krasnoyarsk
The_Last_Letter_Home	__book__written_work__original_language	Swedish_Language
Lev_Gumilev	__people__person__gender	Male
Anthony_Way	__people__person__nationality	England
Solstice	__music__single__versions	Solstice_(original)
Marie_Arena	__people__person__nationality	Belgium
Belén_López	__people__person__place_of_birth	Seville
24_Seconds	__comic_books__comic_book_story__characters	Psylocke
Louis_Sharpe	__music__artist__genre	House_music
Monique_Prudhomme	__film__film_costumer_designer__costume_design_for_film	Hideaway
Joe_Egan	__people__person__place_of_birth	Paisley
T._K._Rajeev_Kumar	__people__person__place_of_birth	Kottayam
Gold	__music__release_track__recording	Gold
Stranger_in_Us_All	__music__album__release_type	Album
Isolation	__music__composition__lyricist	Ian_Curtis
Andy_Murdoch	__people__person__gender	Male
Peter_Danckwerts	__people__deceased_person__place_of_death	Cambridge
Mount_Song	__travel__tourist_attraction__near_travel_destination	Henan
Amiga	__cvg__cvg_platform__games	Midwinter
Deric_Battiste	__people__person__gender	Male
Greensburg	__location__location__people_born_here	Brett_Detar
Venus	__music__release_track__release	Deodato_2
Montemurlo	__location__location__containedby	Tuscany
Shropshire	__location__location__contains	Chetwynd
Closer	__music__release_track__recording	Closer
Crossfire	__film__film__produced_by	Adrian_Scott
Dana_Eveland	__people__person__profession	Baseball_player
Helmut_Federle	__people__person__gender	Male
The_Porcelain_Doll	__media_common__netflix_title__netflix_genres	Hungarian
Ljubljana	__location__location__people_born_here	Janez_Strnad
Herman_Gummerus	__people__person__place_of_birth	Saint_Petersburg
Keith_Randal_Duncan	__people__person__profession	Film_Producer
Hal_Holbrook	__award__award_nominee__award_nominations	Kristen_Stewart
Anthony_Ward_Clark	__people__person__profession	Comedian
Lev_Dobriansky	__people__person__children	Paula_Dobriansky
Vinod_Doshi	__people__person__profession	Film_Producer
Takahiro_Masukawa	__soccer__football_player__position_s	Defender
Ljubljana	__location__location__people_born_here	Tina_Smrekar
Greensburg	__location__location__people_born_here	Phil_Coccioletti
Anzur_Ismailov	__people__person__nationality	Uzbekistan
Andy_Lewis	__people__person__gender	Male
Shane_Barakan	__people__person__gender	Male
Triathlon	__olympics__olympic_participating_country__athletes	Belgium
Tony_Quinn	__people__person__place_of_birth	Naas
Bob_Gainey	__people__person__children	Steve_Gainey
Larry_Spiegel	__people__person__profession	Screenwriter
El_Grupo	__music__artist__genre	Jazz
Lightbulb_Sun	__music__release__format	Compact_disc
Triathlon	__olympics__olympic_participating_country__athletes	Republic_of_Ireland
Robert_Cockburn	__people__person__profession	Diplomat
Reuss	__common__topic__notable_types	Location
Euthanasia	__music__recording__tracks	Euthanasia
H._A._L._Fisher	__people__person__nationality	United_Kingdom
Ralph_Bellamy	__people__person__gender	Male
Tariq_Anwar	__people__person__gender	Male
Miriam_Toews	__freebase__valuenotation__is_reviewed	Place_of_birth
25019_Walentosky	__astronomy__star_system_body__star_system	Solar_System
The_Seventh_Curse	__media_common__netflix_title__netflix_genres	Fantasy
Louis_Henry_Fontane	__people__person__children	Theodor_Fontane
Tar_Heel_first_issue	__common__image__appears_in_topic_gallery	Tar_Heel
Just_Say_Yeah	__music__composition__lyricist	Jackson_Browne
Kubrick_Ellis	__biology__organism__sex	Male
Parsi-Dari_Language	__language__human_language__main_country	Iran
Adam_Schaff	__people__person__place_of_birth	Lviv
Navigator	__music__release_track__release	First_Meeting
Melissa_&_Joey	__tv__tv_program__program_creator	Bob_Young
Adolf_Mwesige	__people__person__religion	Christianity
Matt_McCormick	__common__topic__notable_types	Film_director
Hugo_Matte	__people__person__profession	Screenwriter
Thomas_Nelson	__book__publishing_company__books_published	Infidel
Harlem_YMCA	__symbols__namesake__named_after	Claude_McKay
Lost	__common__topic__notable_types	Musical_Album
Mustapha_Hussein	__people__person__parents	Qusay_Hussein
Couva	__common__topic__notable_types	City_Town_Village
Lake_Fairview	__location__neighborhood__neighborhood_of	Greater_Orlando
Snow_Hill	__location__location__containedby	Perquimans_County
Reach	__music__album__release_type	Album
This_Is_England	__music__album__genre	Rock_music
Kerala	__location__location__people_born_here	Nimisha_Suresh
Spring_Waltz	__tv__tv_program__genre	Korean_drama
Isaac_Dov_Berkowitz	__people__person__profession	Writer
Christophe_Honoré	__common__topic__notable_types	Film_director
Amvrosii_Metlynsky	__people__person__profession	Publisher
Miles_Finlayson	__people__person__profession	Cinematographer
Robert_Ménégoz	__people__person__nationality	France
A-Sides	__music__album__artist	Soundgarden
New_Moon	__music__release_track__recording	New_Moon
San_Isidro_Partido	__location__location__contains	San_Isidro
Robert_Jones	__people__person__gender	Male
Believe	__music__recording__song	Believe
Viktor_Gorbatko	__people__person__gender	Male
Bill_Richardson	__government__political_appointer__appointees	Bill_Clinton
Gersten	__location__location__containedby	Lower_Saxony
Mark_Melford	__people__person__gender	Male
Triathlon	__olympics__olympic_participating_country__athletes	Zimbabwe
Hiroaki_Sato	__people__person__gender	Male
Odilon_Redon	__common__topic__notable_types	Visual_Artist
I_Want_Candy	__music__release_track__recording	I_Want_Candy
Brita_Sailer	__people__person__religion	Methodism
Hakim_Akbar	__people__person__gender	Male
Kerala	__location__location__people_born_here	Jeet_Thayil
Archmage	__common__topic__notable_types	Fictional_Character
Christmas_'64	__music__album__release_type	Album
Triangle	__music__recording__artist	Guesch_Patti
Taha_Yassin_Ramadan	__people__person__gender	Male
Reawaken	__music__release__format	Compact_disc
Al_Di_Meola	__music__artist__album	Electric_Rendezvous
Gypsy	__music__artist__genre	Progressive_rock
The_Eclipse	__film__film__country	United_Kingdom
Brandon_Bryant	__people__person__gender	Male
Kiddie_League	__film__film__genre	Animation
American_Idol	__tv__tv_personality__tv_regular_appearances	Michael_Johns
Scottsdale	__location__location__contains	Taliesin_West
George_Elison	__people__person__nationality	Lithuania
Nightmare_Cafe	__tv__tv_program__genre	Miniseries
Tehilim	__film__film__produced_by	Noah_Harlan
Ljubljana	__location__location__people_born_here	Vesna_Jevnikar
Honey_Don't	__music__recording__tracks	Honey_Don't
Michael_Jackson	__music__release_track__recording	Michael_Jackson
Philippe_du_Janerand	__people__person__gender	Male
Eden_Fire	__music__album__artist	Sonic_Syndicate
David_Katzenberg	__people__person__profession	Television_producer
Sharon_Creech	__book__author__works_written	Heartbeat
Austria-Hungary	__location__location__contains	Prague
WSKW	__broadcast__broadcast__area_served	Skowhegan
Zoo_Records	__music__record_label__artist	Echo_&_the_Bunnymen
Kisaan	__media_common__netflix_title__netflix_genres	India
William_L._Sharkey	__people__person__gender	Male
Gothika	__media_common__netflix_title__netflix_genres	Supernatural_Horror
Elizabeth_Adare	__people__person__place_of_birth	Newcastle_upon_Tyne
John_Woods	__common__topic__notable_types	U.S._Congressperson
Screwball_comedy	__film__film_genre__films_in_this_genre	Casanova_Brown
Ben_Laughlin	__people__person__gender	Male
Sweet_F.A.	__music__release__format	Compact_disc
Kerala	__location__location__people_born_here	N.P._Prakash
Zachariah	__people__person__profession	Television_producer
Your_Highness	__film__film__written_by	Danny_McBride
Peter_of_Eboli	__people__person__gender	Male
Ararat	__media_common__netflix_title__netflix_genres	Drama
Sven-Olof_Walldoff	__people__person__profession	Conductor
Georg_Wolff	__people__person__gender	Male
Ken_Del_Vecchio	__people__person__profession	Lawyer
Ljubljana	__location__location__people_born_here	Zlatan_Ljubijankić
Simply_Red	__music__group_member__membership	Gota_Yashiki
Jack_Palethorpe	__people__person__nationality	England
Chad_Butler	__people__person__nationality	Netherlands
Ave_Maria_University	__business__board_member__leader_of	Tom_Monaghan
Davido	__music__artist__genre	Afrobeat
Nicky_Romero	__people__person__gender	Male
Do_It_Again	__music__composition__composer	Nick_Oliveri
Brahmakulam	__location__location__containedby	Thrissur_district
Kishen_Kanhaiya	__film__film__genre	Family
Wild_Horse_Phantom	__media_common__netflix_title__netflix_genres	Western
Another_Day	__music__release_track__release	Krush
Estonian_county	__base__aareas__schema__administrative_area_type__pertains_to	Estonia
Everglades	__music__recording__tracks	Everglades
Richard_Martin	__people__deceased_person__cause_of_death	Leukemia
Jason_Mraz	__base__yupgrade__user__person	Jason_Mraz
Atenolol	__medicine__drug_ingredient__active_moiety_of_formulation	Atenolol_100_tablet
Cult_Comedies	__media_common__netflix_genre__titles	Pink_Flamingos
Magna_Academy	__location__location__containedby	England
Fine	__music__recording__artist	Hugo
Lopen	__location__location__containedby	United_Kingdom
Donald_D._Chamberlin	__people__person__gender	Male
Richard_L._Hanna	__people__person__gender	Male
Bulgaria	__music__recording__releases	Jeff
Leilah_Moreno	__people__person__profession	Songwriter
Instant_Brainpower	__book__book__genre	Psychology
Momoko_Kurita	__people__person__profession	Voice_Actor
Brodie_Moles	__people__person__gender	Male
Elena_Chalova	__people__person__nationality	Russia
Dhool_Ka_Phool	__media_common__netflix_title__netflix_genres	India
R.O.O.S.	__people__person__profession	Record_producer
Patricia_Clarkson	__award__award_nominee__award_nominations	Ray_Wise
Ray_Kroc	__organization__organization_founder__organizations_founded	Hamburger_University
The_Multiplex_Man	__book__written_work__subjects	Adventure
Mátyás_Rákosi	__people__person__nationality	Hungary
Om_Nom_Stories	__tv__tv_program__genre	Animation
Hubert_de_Givenchy	__film__film_costumer_designer__costume_design_for_film	Crack_in_the_Mirror
Tuomas_Palonen	__music__group_member__instruments_played	Guitar
Andreas_Ottl	__people__person__nationality	West_Germany
Varia	__common__topic__notable_types	TV_Character
Dennis_Nutt	__people__person__gender	Male
Peter_Pilafian	__film__cinematographer__film	Dogtown_and_Z-Boys
Chad_Channing	__people__person__profession	Drummer
Conon	__freebase__valuenotation__has_value	Date_of_death
John_Lehman	__people__person__gender	Male
Blown_Away	__common__topic__notable_types	Musical_Album
Thomas_Knoll	__people__person__gender	Male
Valentine's_Day	__music__recording__releases	The_Lexicon_of_Love
Clarence_Goodson	__people__person__place_of_birth	Alexandria
Robert_Stigwood	__people__person__nationality	United_Kingdom
Bi_Hui_Fu	__people__person__nationality	China
Andy_Warhol_Registry	__business__consumer_product__themes	Visual_arts
Pu_Songling	__people__person__profession	Writer
Sam_Raimi	__award__award_nominee__award_nominations	Michael_Chabon
Five_Iron_Frenzy	__music__artist__label	Warner_Bros._Records
With_Love	__music__album__genre	Jazz
Ljubljana	__location__location__people_born_here	Olmo_Omerzu
Richard_Gaddes	__common__topic__notable_types	Person
Triathlon	__olympics__olympic_participating_country__athletes	Brazil
Sally_Field	__award__award_nominated_work__award_nominations	Sybil
Pluto's_Party	__film__film__produced_by	Walt_Disney
Roderick_Briffa	__soccer__football_player__position_s	Defender
Lü_Jianjun	__soccer__football_player__position_s	Defender
Lost	__music__recording__canonical_version	Lost
Michael_R._Whitney	__people__person__gender	Male
Ray_Arnott	__music__artist__genre	Rock_and_roll
RV	__award__award_nominee__award_nominations	Columbia_Pictures
David_Rabeeya	__book__author__works_written	Israel
Richard_N._Haass	__people__person__religion	Judaism
Baltic_Air_Policing	__common__topic__notable_types	Military_Conflict
Showgirl	__common__topic__notable_types	Creative_Work
Franca	__location__location__people_born_here	Wagner_Lopes
2001	__music__recording__tracks	2001
Nicole_Franklin	__people__person__profession	Film_Producer
This_Is_the_End	__music__recording__tracks	This_Is_the_End
Alesha_Dixon	__music__artist__origin	United_Kingdom
David_Harewood	__common__topic__notable_types	TV_Personality
When_Trumpets_Fade	__film__film__directed_by	John_Irvin
TVB	__freebase__valuenotation__is_reviewed	Date_founded
Volkswagen_Beetle	__automotive__model__automotive_class	Economy_car
Ron_Wolf	__people__person__profession	Film_Producer
The_Parliaments	__music__group_member__membership	Tiki_Fulwood
Gatorade	__business__product_endorser__products_endorsed	Sean_Malto
Dimanche_à_Bamako	__music__album__genre	Afrobeat
Soumodip_Sarkar	__people__person__profession	Economist
Mount_Hagen	__location__location__containedby	Papua_New_Guinea
Saipan	__geography__island__island_group	Mariana_Islands
Fort_Monmouth	__location__location__people_born_here	Rick_Renzi
Allegheny_Cemetery	__location__location__containedby	Pittsburgh
Ibrahim_El_Batout	__people__person__profession	Screenwriter
Sparkle	__film__film__genre	Short_Film
Jim_Benton	__people__person__gender	Male
David_Santiago	__people__person__gender	Male
Amvrosii_Metlynsky	__people__person__profession	Poet
BC_Smith	__film__music_contributor__film	Smoke_Signals
Mercy_College,_Perth	__location__location__containedby	Western_Australia
Virtual_Springfield	__cvg__game_version__developer	Fox_Interactive
Ramya_Barna	__people__person__nationality	India
Free	__common__image__appears_in_topic_gallery	Free
Stephan_Holmes	__people__person__gender	Male
Winston_Moss	__people__person__gender	Male
Pieter_Bourke	__music__producer__tracks_produced	Tempest
Gene_Louis	__people__person__gender	Male
Philipp_Clüver	__people__deceased_person__place_of_death	Leiden
Quebec	__music__release__format	Compact_disc
Tom_of_Finland	__music__release_track__release	Fuck_Nature
Ernst_Mach	__people__person__profession	Scientist
Allen_Martinez	__people__person__profession	Film_Producer
Peter_Mars	__people__person__gender	Male
Food	__type__object__permission	Author
Teruel	__common__topic__notable_types	City_Town_Village
Simranjit_Singh_Mann	__people__person__nationality	India
Sagami_Province	__location__location__events	Siege_of_Odawara
Telephone	__music__release_track__release	Blood_on_My_Blazer
Pina	__film__film__written_by	Wim_Wenders
Cult_Comedies	__media_common__netflix_genre__titles	Dog_Years
